student_id,study_hours,attendance_pct,previous_score,assignment_completion,sleep_hours,participation,previous_performance,performance_class
STU-1532,7.1,84.9,77.4,93.5,8.8,5,5,Good
STU-1619,4.2,91.4,88.2,84.4,7.8,5,8,Good
STU-1695,4.9,85.2,75.1,81.6,6.4,5,7,Good
STU-1927,5.6,92.7,93.2,100.0,7.3,7,9,Excellent
STU-1339,2.7,60.3,57.2,84.1,6.4,4,5,Average
STU-1052,1.5,61.9,39.7,59.8,8.1,3,4,Needs Improvement
STU-1508,3.2,69.7,54.0,76.1,9.5,3,5,Average
STU-1517,3.0,77.2,69.8,79.6,5.4,5,6,Average
STU-1921,4.3,93.5,83.8,98.2,8.2,7,8,Excellent
STU-1782,5.0,84.0,78.7,96.9,7.5,6,6,Good
STU-1265,4.1,77.4,60.5,88.0,5.2,6,6,Average
STU-1818,2.9,83.4,88.3,82.0,6.5,6,6,Good
STU-1711,6.3,85.5,71.9,73.4,5.6,5,8,Good
STU-1683,2.5,90.7,77.9,94.8,6.0,4,7,Good
STU-1833,4.2,76.0,77.3,87.2,7.3,8,7,Good
STU-1519,2.4,80.1,54.2,67.3,7.3,4,5,Average
STU-1448,2.8,73.3,64.7,57.4,8.4,5,6,Average
STU-1019,0.9,51.2,49.0,44.4,3.5,3,2,Needs Improvement
STU-1716,3.5,92.3,80.9,82.2,7.0,9,8,Good
STU-1484,4.3,75.7,72.2,83.0,5.9,4,5,Average
STU-1569,5.3,94.7,81.4,80.2,8.5,9,10,Good
STU-1434,2.6,77.6,58.1,73.5,7.1,4,5,Average
STU-1368,3.0,74.3,54.9,70.3,6.5,8,4,Average
STU-1084,1.4,65.6,68.0,54.7,6.2,2,2,Needs Improvement
STU-1062,2.4,70.7,30.4,34.3,3.0,2,4,Needs Improvement
STU-1639,5.7,88.5,78.6,89.5,7.4,8,8,Good
STU-1273,3.1,77.6,54.0,62.9,5.2,5,7,Average
STU-1286,4.2,73.8,58.8,71.5,5.7,4,5,Average
STU-1361,3.4,90.0,67.6,70.2,7.7,6,6,Average
STU-1355,2.0,79.5,60.8,88.0,9.0,4,4,Average
STU-1457,5.3,69.1,54.3,56.1,7.5,2,5,Average
STU-1279,3.5,73.8,72.9,72.5,4.5,7,4,Average
STU-1013,1.1,52.0,57.2,56.9,5.0,3,3,Needs Improvement
STU-1183,2.9,59.7,68.0,57.9,6.1,2,3,Needs Improvement
STU-1369,4.5,82.0,67.0,88.0,7.0,5,5,Average
STU-1882,6.6,93.4,92.0,91.9,7.6,8,7,Excellent
STU-1616,3.2,82.2,82.4,85.7,6.6,7,5,Good
STU-1224,2.5,55.0,71.2,79.6,6.3,5,6,Average
STU-1573,3.4,89.6,65.0,82.9,6.6,7,7,Good
STU-1971,6.7,92.2,94.0,92.9,7.3,10,10,Excellent
STU-1654,4.5,90.9,74.5,82.1,6.9,5,9,Good
STU-1546,3.0,83.7,77.3,84.4,5.9,6,7,Good
STU-1583,4.4,86.7,75.8,74.0,6.7,6,8,Good
STU-1634,2.6,87.4,74.6,83.4,7.8,8,7,Good
STU-1177,1.7,80.0,40.0,75.0,8.3,2,4,Needs Improvement
STU-1666,7.0,84.1,72.4,88.6,6.3,8,7,Good
STU-1674,5.4,88.5,80.1,87.5,7.1,10,8,Good
STU-1586,3.8,89.6,74.5,86.1,7.2,5,6,Good
STU-1874,5.2,95.9,86.1,94.3,6.6,9,8,Excellent
STU-1394,4.6,70.3,63.9,72.3,6.1,5,4,Average
STU-1164,3.0,56.2,49.3,49.4,5.8,1,1,Needs Improvement
STU-1249,2.3,65.5,71.7,88.0,6.5,5,5,Average
STU-1635,4.5,89.0,69.9,88.5,7.7,8,5,Good
STU-1886,6.6,88.3,87.9,94.0,7.2,8,7,Excellent
STU-1670,4.1,79.8,82.0,81.8,6.1,5,6,Good
STU-1376,2.4,85.2,69.9,69.0,6.0,5,6,Average
STU-1413,1.0,70.0,61.3,85.5,6.1,5,5,Average
STU-1075,1.9,67.0,31.3,60.2,4.8,3,2,Needs Improvement
STU-1114,2.0,61.3,35.2,35.8,7.4,3,4,Needs Improvement
STU-1599,7.1,81.7,75.5,86.6,7.5,7,8,Good
STU-1962,6.5,89.8,98.0,100.0,6.7,8,8,Excellent
STU-1391,4.3,87.5,68.9,65.1,9.0,4,5,Average
STU-1105,1.3,48.7,50.0,37.3,6.4,1,4,Needs Improvement
STU-1115,1.8,58.4,57.4,44.3,5.9,2,2,Needs Improvement
STU-1418,4.4,68.2,70.2,71.2,6.5,5,5,Average
STU-1526,4.9,86.4,77.1,94.7,7.0,5,6,Good
STU-1458,3.6,75.5,68.0,75.0,8.1,4,4,Average
STU-1410,3.8,77.3,62.8,65.5,5.5,6,6,Average
STU-1093,1.6,54.7,21.0,51.2,5.5,4,5,Needs Improvement
STU-1931,8.8,97.5,86.6,93.9,7.6,8,10,Excellent
STU-1090,3.0,77.1,42.9,37.2,5.6,3,4,Needs Improvement
STU-1337,3.8,63.1,73.5,75.4,6.2,5,3,Average
STU-1989,5.4,100.0,97.9,94.9,7.7,8,9,Excellent
STU-1922,6.2,85.0,91.5,94.0,8.4,7,8,Excellent
STU-1934,7.4,100.0,95.6,92.6,8.2,7,9,Excellent
STU-1606,3.6,94.6,75.9,96.4,7.0,4,8,Good
STU-1594,5.9,86.5,73.5,93.4,6.9,7,6,Good
STU-1612,3.8,85.6,80.2,99.0,5.6,8,8,Good
STU-1095,2.0,56.3,42.3,43.8,5.8,2,2,Needs Improvement
STU-1012,1.5,59.1,28.1,48.7,6.3,5,2,Needs Improvement
STU-1397,3.0,61.6,61.6,70.4,6.3,5,5,Average
STU-1534,4.0,73.9,78.9,92.2,7.0,6,7,Good
STU-1044,1.3,67.0,54.1,51.7,6.0,4,2,Needs Improvement
STU-1043,2.1,49.7,57.0,56.6,7.0,4,2,Needs Improvement
STU-1330,3.4,90.0,78.0,78.5,6.4,6,6,Average
STU-1168,2.6,67.1,50.8,53.6,5.7,2,3,Needs Improvement
STU-1498,4.4,71.6,48.0,69.7,6.5,4,4,Average
STU-1877,9.2,94.1,86.4,91.0,8.5,8,8,Excellent
STU-1598,4.5,87.7,74.9,81.5,6.5,6,7,Good
STU-1757,3.3,80.5,85.9,85.9,7.2,8,8,Good
STU-1101,1.3,70.6,41.0,30.9,3.5,4,1,Needs Improvement
STU-1427,3.9,76.3,53.4,64.4,6.5,5,4,Average
STU-1179,1.8,48.8,50.3,28.7,6.3,4,1,Needs Improvement
STU-1445,3.6,59.0,56.9,70.5,6.2,3,5,Average
STU-1417,2.5,80.1,69.8,88.0,6.4,6,5,Average
STU-1871,7.8,94.4,89.3,92.0,7.6,9,7,Excellent
STU-1883,7.2,92.9,89.3,90.8,8.9,9,9,Excellent
STU-1681,3.5,90.0,82.0,89.5,6.1,7,6,Good
STU-1178,3.3,53.5,46.0,43.3,4.3,2,1,Needs Improvement
STU-1396,3.9,73.7,68.2,68.4,6.4,5,4,Average
STU-1912,6.9,97.6,90.3,100.0,6.2,8,8,Excellent
STU-1794,5.2,85.0,81.8,86.6,5.6,7,8,Good
STU-1961,7.5,98.3,91.5,86.3,7.1,9,8,Excellent
STU-1685,2.7,85.0,76.4,84.4,7.0,7,7,Good
STU-1384,2.9,71.4,70.1,76.0,7.0,6,3,Average
STU-1957,6.5,95.9,92.3,91.2,8.4,9,7,Excellent
STU-1752,4.1,76.2,90.0,95.1,6.3,7,7,Good
STU-1258,3.2,89.2,64.6,66.6,4.8,3,3,Average
STU-1539,3.8,93.8,82.0,83.4,8.1,6,6,Good
STU-1336,4.2,70.2,59.0,79.2,6.1,6,6,Average
STU-1016,2.2,80.0,49.7,55.9,5.7,1,3,Needs Improvement
STU-1325,2.7,73.3,67.4,68.6,5.8,5,4,Average
STU-1759,4.7,80.9,73.4,80.6,6.8,8,6,Good
STU-1223,3.0,76.9,71.4,65.8,8.4,5,5,Average
STU-1180,2.1,72.7,35.9,75.0,6.4,2,3,Needs Improvement
STU-1984,6.7,91.1,89.1,95.6,6.8,7,10,Excellent
STU-1023,2.1,49.4,66.7,59.1,4.0,4,2,Needs Improvement
STU-1357,2.8,85.5,56.2,80.3,6.3,5,6,Average
STU-1667,4.2,83.2,82.3,86.0,6.5,9,6,Good
STU-1862,4.8,86.1,87.4,89.3,7.1,9,8,Excellent
STU-1341,2.3,66.3,67.4,72.6,6.6,4,5,Average
STU-1432,1.0,70.4,68.9,83.8,6.0,4,6,Average
STU-1552,5.4,81.7,76.8,84.1,6.3,7,7,Good
STU-1834,4.7,79.4,82.9,88.2,6.7,4,8,Good
STU-1204,2.8,53.6,39.6,36.3,3.0,6,2,Needs Improvement
STU-1631,4.1,85.6,71.6,70.8,7.3,7,7,Good
STU-1094,2.8,54.8,36.9,75.0,5.9,3,3,Needs Improvement
STU-1559,6.1,77.6,81.5,82.2,5.7,7,8,Good
STU-1069,2.3,61.7,68.0,68.8,5.6,1,1,Needs Improvement
STU-1623,5.2,90.3,79.4,84.9,7.7,8,7,Good
STU-1285,2.6,77.5,70.6,79.8,8.0,6,5,Average
STU-1845,9.0,90.4,92.3,94.7,8.6,9,8,Excellent
STU-1435,2.3,72.3,69.3,74.4,5.9,5,6,Average
STU-1154,2.2,58.9,35.2,66.9,5.1,1,2,Needs Improvement
STU-1076,0.2,38.5,48.5,55.9,4.4,4,1,Needs Improvement
STU-1731,4.3,98.0,77.8,77.9,7.0,7,9,Good
STU-1447,3.6,71.1,64.0,79.7,4.3,7,5,Average
STU-1189,0.8,54.3,41.9,49.2,5.9,3,3,Needs Improvement
STU-1272,4.6,78.5,62.9,79.3,6.2,6,5,Average
STU-1237,3.4,71.2,67.4,70.3,6.8,7,4,Average
STU-1488,5.0,68.6,62.2,88.0,5.6,4,5,Average
STU-1118,2.8,51.8,62.1,75.0,5.3,2,5,Needs Improvement
STU-1944,6.9,97.7,91.9,94.8,6.0,8,9,Excellent
STU-1513,3.3,63.7,60.1,64.7,8.1,4,6,Average
STU-1826,3.5,88.7,75.9,87.2,7.8,5,6,Good
STU-1592,5.1,91.3,78.0,91.0,8.7,7,7,Good
STU-1127,1.4,70.5,54.8,75.0,6.7,2,4,Needs Improvement
STU-1117,3.1,60.4,58.3,29.7,6.2,4,3,Needs Improvement
STU-1474,3.6,90.0,57.9,69.7,7.1,5,4,Average
STU-1694,7.3,89.2,78.9,94.7,9.4,8,8,Good
STU-1058,2.9,38.9,42.0,52.1,5.9,2,4,Needs Improvement
STU-1864,8.4,100.0,88.4,95.4,7.1,8,10,Excellent
STU-1913,7.4,99.1,89.9,90.0,8.3,9,7,Excellent
STU-1370,4.3,82.8,60.6,61.1,6.4,4,5,Average
STU-1269,2.7,72.3,53.2,65.7,7.8,7,4,Average
STU-1047,1.1,80.0,37.9,33.8,7.5,4,4,Needs Improvement
STU-1350,3.8,70.0,66.8,75.6,6.3,4,4,Average
STU-1196,1.7,57.7,38.7,45.4,4.5,2,5,Needs Improvement
STU-2000,8.2,91.5,88.7,97.7,7.0,8,9,Excellent
STU-1835,3.6,82.5,80.2,79.2,5.6,4,8,Good
STU-1737,5.3,82.8,72.8,86.9,7.2,10,7,Good
STU-1264,1.5,69.6,65.6,74.4,5.4,7,4,Average
STU-1444,4.0,87.2,72.5,66.4,7.0,3,6,Average
STU-1676,2.5,87.3,75.1,97.4,7.1,5,7,Good
STU-1305,3.8,79.7,68.1,73.2,7.4,6,5,Average
STU-1342,2.4,81.1,72.2,56.4,5.5,3,4,Average
STU-1967,7.2,100.0,80.4,96.4,9.4,9,10,Excellent
STU-1150,1.8,55.9,56.8,61.8,3.4,5,5,Needs Improvement
STU-1125,2.4,80.0,46.2,40.0,3.7,2,3,Needs Improvement
STU-1787,5.0,77.7,75.1,92.5,6.0,4,7,Good
STU-1051,2.1,75.7,56.6,49.6,5.8,1,3,Needs Improvement
STU-1354,5.3,67.7,55.3,75.7,7.5,5,7,Average
STU-1928,8.5,94.4,85.9,98.4,8.1,7,9,Excellent
STU-1143,0.9,54.6,66.0,61.6,4.9,4,5,Needs Improvement
STU-1471,4.5,55.0,73.9,76.0,5.2,4,7,Average
STU-1400,2.4,73.7,59.1,78.2,4.5,4,5,Average
STU-1626,5.4,72.0,90.0,88.9,6.3,7,7,Good
STU-1321,3.3,78.7,78.0,58.9,8.5,5,4,Average
STU-1020,2.2,47.0,63.5,40.3,5.3,4,1,Needs Improvement
STU-1810,3.3,83.1,69.4,91.5,7.8,5,8,Good
STU-1791,6.1,81.5,85.9,88.4,6.9,10,6,Good
STU-1809,5.8,85.7,86.3,82.6,7.0,6,7,Good
STU-1408,2.7,69.6,70.8,63.1,6.9,6,4,Average
STU-1538,4.8,87.9,77.9,81.7,7.9,7,7,Good
STU-1621,5.7,87.2,89.7,93.7,6.4,7,7,Good
STU-1039,3.3,40.8,43.6,54.0,8.0,1,5,Needs Improvement
STU-1176,1.7,58.5,46.5,66.5,9.1,2,1,Needs Improvement
STU-1246,3.1,76.7,66.3,79.4,6.1,6,5,Average
STU-1829,7.9,84.5,81.1,82.8,7.4,6,6,Good
STU-1668,4.8,89.9,68.2,90.1,6.0,8,6,Good
STU-1755,4.0,86.5,74.2,91.3,8.1,7,9,Good
STU-1859,6.4,87.7,95.1,92.1,7.4,9,9,Excellent
STU-1155,3.2,68.2,44.5,46.8,5.3,6,3,Needs Improvement
STU-1288,4.0,61.1,59.7,66.1,5.5,6,5,Average
STU-1603,4.8,89.4,89.1,83.9,7.4,5,4,Good
STU-1570,3.7,87.5,65.5,90.6,6.6,9,6,Good
STU-1744,4.3,86.9,82.6,99.0,7.9,8,6,Good
STU-1018,2.5,67.5,38.9,73.0,3.7,4,6,Needs Improvement
STU-1128,2.8,67.8,53.1,68.0,7.6,5,4,Needs Improvement
STU-1323,2.1,76.9,71.2,69.2,4.0,5,6,Average
STU-1256,1.9,71.5,59.7,75.9,8.2,2,5,Average
STU-1658,6.1,84.7,83.6,97.6,8.4,5,7,Good
STU-1965,6.1,93.3,94.0,92.3,7.3,9,7,Excellent
STU-1191,3.2,72.6,45.9,74.4,6.0,2,2,Needs Improvement
STU-1116,1.5,60.7,43.2,70.8,4.5,2,2,Needs Improvement
STU-1617,5.3,88.3,75.5,93.5,6.0,8,7,Good
STU-1607,4.2,90.2,78.2,77.0,7.3,9,7,Good
STU-1181,2.3,58.9,53.4,38.2,6.1,1,3,Needs Improvement
STU-1302,3.8,71.4,69.2,68.1,6.4,5,4,Average
STU-1760,5.0,82.1,76.4,77.2,6.9,6,7,Good
STU-1713,5.4,95.8,76.7,87.5,7.3,10,5,Good
STU-1724,5.8,84.0,70.0,91.8,6.9,7,9,Good
STU-1686,3.5,88.9,66.3,73.7,7.8,7,7,Good
STU-1980,4.6,94.1,97.6,95.5,7.2,8,9,Excellent
STU-1518,4.0,63.0,67.5,55.2,6.7,7,4,Average
STU-1985,6.0,93.6,94.5,100.0,6.4,9,8,Excellent
STU-1046,1.8,66.2,44.9,56.9,5.6,3,4,Needs Improvement
STU-1910,7.7,99.6,98.0,94.1,5.5,8,8,Excellent
STU-1158,2.1,70.0,19.0,75.0,5.6,4,2,Needs Improvement
STU-1852,7.6,92.2,99.2,92.2,9.4,8,7,Excellent
STU-1172,2.3,60.7,61.6,53.9,5.2,3,4,Needs Improvement
STU-1017,1.9,80.0,46.1,56.5,5.7,1,4,Needs Improvement
STU-1512,2.6,67.5,57.5,88.0,8.2,7,4,Average
STU-1049,1.1,54.1,52.1,43.5,4.6,3,3,Needs Improvement
STU-1972,8.8,92.9,95.5,91.7,6.7,6,10,Excellent
STU-1941,6.4,95.0,88.8,89.6,8.9,8,10,Excellent
STU-1516,2.5,67.8,72.6,60.9,6.1,5,5,Average
STU-1953,5.9,90.3,84.4,94.2,7.8,9,9,Excellent
STU-1481,2.2,60.5,52.4,60.8,5.7,7,4,Average
STU-1284,2.0,69.0,71.0,81.6,7.2,6,6,Average
STU-1719,3.8,83.4,85.7,87.1,5.9,8,8,Good
STU-1878,8.0,92.1,89.8,94.9,8.1,9,8,Excellent
STU-1226,3.2,61.1,73.2,66.4,5.6,5,6,Average
STU-1027,0.8,63.8,45.8,62.7,6.5,3,2,Needs Improvement
STU-1955,6.0,91.8,88.6,95.9,8.1,8,8,Excellent
STU-1438,2.8,76.5,62.7,72.2,6.0,3,5,Average
STU-1952,8.8,93.6,91.3,97.9,6.9,9,6,Excellent
STU-1365,4.1,90.0,53.9,56.1,8.8,5,4,Average
STU-1230,2.5,70.1,58.3,74.1,8.5,5,5,Average
STU-1038,2.5,46.9,47.4,10.0,4.3,2,1,Needs Improvement
STU-1966,4.0,95.4,92.2,100.0,7.6,9,8,Excellent
STU-1375,3.6,85.6,69.9,80.1,6.7,7,5,Average
STU-1470,4.0,61.5,75.5,70.0,6.3,4,5,Average
STU-1968,6.0,93.9,90.2,87.2,6.4,7,9,Excellent
STU-1851,7.0,94.1,86.8,97.8,8.0,9,8,Excellent
STU-1705,3.5,85.1,84.6,72.8,8.6,8,6,Good
STU-1842,5.7,84.9,88.4,94.2,8.1,7,7,Excellent
STU-1195,0.5,60.2,47.8,60.7,6.0,1,5,Needs Improvement
STU-1855,7.1,95.9,85.5,100.0,9.3,9,10,Excellent
STU-1865,5.1,90.6,96.2,98.6,7.2,9,9,Excellent
STU-1504,1.0,66.3,76.4,67.8,5.2,5,7,Average
STU-1970,6.5,96.7,88.1,98.4,6.5,7,9,Excellent
STU-1831,5.9,94.7,79.3,81.5,5.0,8,6,Good
STU-1580,5.0,79.9,79.2,96.5,7.5,8,7,Good
STU-1969,7.9,95.3,93.7,94.4,8.6,8,8,Excellent
STU-1163,1.6,69.6,59.9,33.6,6.7,4,3,Needs Improvement
STU-1909,9.6,87.8,81.1,89.8,8.3,9,8,Excellent
STU-1153,1.5,44.6,35.1,69.4,5.1,3,3,Needs Improvement
STU-1802,4.4,91.4,78.2,91.3,8.9,8,7,Good
STU-1994,8.3,88.1,87.0,91.5,5.9,8,10,Excellent
STU-1756,5.2,78.7,86.2,83.1,8.0,9,7,Good
STU-1112,1.6,57.1,54.2,54.7,3.8,3,4,Needs Improvement
STU-1227,2.3,74.5,68.0,79.2,6.8,4,4,Average
STU-1689,6.1,80.8,81.8,85.2,6.9,6,6,Good
STU-1104,0.3,41.8,55.4,54.6,5.5,3,3,Needs Improvement
STU-1422,1.0,72.5,53.6,83.9,7.5,6,7,Average
STU-1420,4.1,81.0,75.3,67.6,6.3,3,5,Average
STU-1751,3.8,82.8,75.2,77.4,6.3,5,6,Good
STU-1587,6.2,91.3,77.6,88.6,6.8,8,7,Good
STU-1781,4.8,90.0,84.5,82.1,5.1,7,7,Good
STU-1673,5.4,85.2,86.4,83.9,8.1,7,6,Good
STU-1120,1.1,57.6,50.3,75.0,4.3,4,3,Needs Improvement
STU-1054,2.2,75.4,57.6,75.0,4.6,4,3,Needs Improvement
STU-1152,2.9,64.5,44.3,63.6,3.0,4,1,Needs Improvement
STU-1404,4.0,73.6,55.2,72.5,8.6,7,5,Average
STU-1946,6.8,98.4,100.0,90.0,7.3,6,9,Excellent
STU-1208,1.8,61.7,65.0,55.6,9.7,3,1,Needs Improvement
STU-1659,4.5,88.9,82.1,81.5,7.2,4,8,Good
STU-1844,4.0,93.4,94.8,91.9,7.2,8,6,Excellent
STU-1763,4.0,83.0,74.9,81.8,6.8,8,6,Good
STU-1009,1.0,54.3,51.3,66.6,5.1,2,2,Needs Improvement
STU-1808,5.7,84.9,78.5,86.1,8.2,6,6,Good
STU-1037,3.7,70.4,32.8,44.7,7.7,2,4,Needs Improvement
STU-1453,2.2,60.0,62.3,74.4,6.5,4,4,Average
STU-1652,5.2,82.8,81.9,80.0,8.8,6,7,Good
STU-1254,4.7,69.0,66.4,66.3,5.0,4,5,Average
STU-1304,3.9,73.8,63.2,73.2,7.3,3,6,Average
STU-1747,4.6,80.4,90.0,80.0,6.7,7,8,Good
STU-1572,4.5,95.9,80.2,81.4,7.1,7,7,Good
STU-1624,4.0,87.7,85.2,83.1,9.2,6,7,Good
STU-1733,5.5,81.9,76.4,86.9,7.2,7,7,Good
STU-1892,6.9,91.0,91.6,94.2,6.7,9,9,Excellent
STU-1263,2.6,76.9,57.0,74.0,6.6,5,5,Average
STU-1611,4.7,82.9,69.8,80.0,5.1,7,6,Good
STU-1298,2.8,74.0,69.2,60.0,4.0,4,4,Average
STU-1415,2.9,76.3,64.7,69.2,5.9,5,3,Average
STU-1151,1.2,62.7,52.9,55.9,5.0,2,3,Needs Improvement
STU-1789,5.3,89.8,70.6,77.2,6.4,6,8,Good
STU-1641,3.6,87.7,72.9,90.6,7.1,5,7,Good
STU-1890,9.2,96.1,88.5,90.0,7.9,9,8,Excellent
STU-1551,4.3,89.0,85.8,79.8,6.7,7,5,Good
STU-1887,9.8,100.0,84.8,100.0,7.1,8,8,Excellent
STU-1489,4.0,75.7,56.0,68.2,5.9,5,6,Average
STU-1148,0.9,54.9,31.3,58.0,6.8,2,5,Needs Improvement
STU-1147,1.8,80.0,65.3,58.5,5.9,3,4,Needs Improvement
STU-1721,5.3,75.8,77.0,81.7,7.9,8,5,Good
STU-1932,7.0,83.2,91.5,93.8,7.4,8,9,Excellent
STU-1740,3.8,89.3,88.8,78.5,5.2,7,7,Good
STU-1660,4.3,86.3,76.1,94.4,5.0,7,7,Good
STU-1349,3.1,80.6,61.9,58.5,8.7,7,3,Average
STU-1464,5.8,60.7,72.4,71.4,7.5,5,4,Average
STU-1326,2.2,79.4,57.0,79.0,7.2,3,4,Average
STU-1187,1.6,48.9,53.4,38.5,5.8,3,4,Needs Improvement
STU-1124,0.4,76.6,66.0,42.8,5.2,3,3,Needs Improvement
STU-1854,6.8,96.7,80.3,96.6,6.9,10,9,Excellent
STU-1609,4.0,94.5,77.4,81.2,8.1,6,8,Good
STU-1144,2.6,58.7,41.5,62.5,6.4,4,4,Needs Improvement
STU-1959,6.3,94.1,96.6,94.0,8.5,10,10,Excellent
STU-1198,3.4,66.1,43.1,75.0,4.9,4,3,Needs Improvement
STU-1610,4.5,85.6,81.0,88.9,5.1,5,8,Good
STU-1280,2.6,69.2,74.6,53.8,9.5,6,5,Average
STU-1294,2.4,68.7,62.9,60.9,5.6,4,6,Average
STU-1401,3.4,90.0,67.4,64.0,6.5,3,5,Average
STU-1123,3.1,51.2,39.7,59.1,5.0,4,3,Needs Improvement
STU-1184,1.7,66.5,57.6,40.2,3.8,1,4,Needs Improvement
STU-1203,1.2,69.1,48.6,56.0,8.1,3,4,Needs Improvement
STU-1439,4.8,74.1,66.6,79.2,5.1,7,5,Average
STU-1247,3.9,78.9,58.5,82.8,6.0,6,5,Average
STU-1416,3.9,70.7,57.1,68.9,8.1,4,5,Average
STU-1933,8.3,95.1,88.5,94.9,7.5,8,9,Excellent
STU-1766,5.7,76.2,72.6,75.3,6.8,7,7,Good
STU-1907,6.6,93.3,90.1,95.3,7.1,9,7,Excellent
STU-1836,4.3,98.0,72.0,81.0,6.5,7,6,Good
STU-1888,5.9,97.9,90.6,93.3,6.3,7,7,Excellent
STU-1130,3.0,60.3,48.5,31.6,6.9,4,6,Needs Improvement
STU-1638,5.5,93.1,89.1,92.5,8.3,6,6,Good
STU-1403,4.8,80.5,68.4,76.3,7.1,2,5,Average
STU-1785,4.1,83.7,75.5,93.6,6.7,9,7,Good
STU-1771,4.1,87.0,78.6,88.0,5.7,8,7,Good
STU-1736,4.9,85.3,76.7,91.9,7.4,9,6,Good
STU-1914,6.8,87.6,87.0,91.8,8.2,8,7,Excellent
STU-1220,1.7,52.4,32.1,59.7,5.0,1,1,Needs Improvement
STU-1642,4.2,91.3,78.0,89.6,6.1,6,6,Good
STU-1916,8.5,93.7,91.4,93.5,7.7,9,8,Excellent
STU-1753,6.0,81.1,84.6,83.4,5.8,8,8,Good
STU-1807,2.5,94.2,82.6,75.7,6.5,9,8,Good
STU-1920,5.1,94.5,88.5,90.3,7.2,9,9,Excellent
STU-1625,4.1,87.3,67.5,83.5,6.0,7,8,Good
STU-1875,7.5,92.6,89.5,95.5,6.8,8,10,Excellent
STU-1761,5.0,78.8,84.5,88.4,7.3,7,6,Good
STU-1387,5.0,82.2,66.7,82.4,6.8,5,5,Average
STU-1973,5.7,93.5,85.9,97.4,7.2,7,9,Excellent
STU-1510,4.3,81.7,65.4,75.1,7.9,5,6,Average
STU-1268,2.8,65.2,63.5,70.2,7.5,7,7,Average
STU-1820,4.6,82.6,76.3,90.8,8.5,6,7,Good
STU-1442,4.3,58.4,66.0,56.6,7.5,5,6,Average
STU-1497,3.2,65.5,60.0,61.4,7.8,2,6,Average
STU-1113,2.3,71.0,56.3,58.9,5.7,1,4,Needs Improvement
STU-1692,4.0,94.1,74.1,81.8,7.2,8,7,Good
STU-1233,4.9,82.6,61.9,84.5,6.7,6,6,Average
STU-1870,7.0,93.6,88.5,93.9,6.1,9,8,Excellent
STU-1608,4.7,92.5,79.3,88.4,6.0,7,8,Good
STU-1672,6.1,86.8,75.2,80.5,5.7,7,8,Good
STU-1374,2.2,72.4,65.0,78.4,7.4,4,5,Average
STU-1982,5.8,91.9,84.0,96.4,8.1,7,8,Excellent
STU-1843,7.4,98.0,82.9,98.8,7.5,9,8,Excellent
STU-1234,2.4,68.9,72.2,70.0,6.1,4,6,Average
STU-1786,3.5,85.2,74.1,72.7,8.7,8,7,Good
STU-1677,3.8,88.8,79.7,93.2,6.3,7,5,Good
STU-1318,3.0,71.1,60.5,79.7,6.4,4,7,Average
STU-1649,5.0,84.2,76.7,92.0,6.1,9,5,Good
STU-1411,2.6,77.7,50.4,67.7,6.6,4,4,Average
STU-1899,5.4,96.8,96.5,93.9,7.3,10,9,Excellent
STU-1710,5.1,82.1,76.6,80.9,8.2,6,8,Good
STU-1359,5.9,84.0,55.5,61.1,7.2,6,6,Average
STU-1259,3.4,78.1,53.9,81.1,6.0,5,7,Average
STU-1745,3.8,86.4,78.6,80.0,6.9,7,7,Good
STU-1628,5.4,89.1,82.9,89.1,6.6,8,5,Good
STU-1633,3.9,79.2,80.1,81.5,7.2,6,5,Good
STU-1283,3.2,70.9,72.9,81.5,5.7,5,4,Average
STU-1377,3.4,76.5,76.9,82.6,6.8,6,4,Average
STU-1385,3.9,78.9,57.9,70.8,6.6,5,5,Average
STU-1225,1.8,69.8,70.6,61.7,7.0,3,6,Average
STU-1954,5.9,95.5,90.6,98.3,8.2,8,8,Excellent
STU-1815,4.7,89.7,77.8,85.6,7.2,6,7,Good
STU-1473,4.2,82.5,68.7,76.3,8.7,5,4,Average
STU-1348,2.9,78.5,57.9,72.8,6.4,5,5,Average
STU-1506,4.6,79.4,59.3,72.6,6.4,5,7,Average
STU-1640,5.3,91.1,81.1,84.0,7.9,5,8,Good
STU-1988,5.6,85.6,96.0,92.6,8.5,9,7,Excellent
STU-1929,8.1,98.7,89.7,93.7,8.6,7,9,Excellent
STU-1906,6.9,96.8,88.0,95.5,7.5,7,8,Excellent
STU-1620,5.0,88.8,74.1,76.2,7.6,4,7,Good
STU-1856,6.1,90.8,90.2,96.5,7.1,9,9,Excellent
STU-1804,3.0,80.4,80.9,98.2,7.0,7,8,Good
STU-1646,3.9,83.5,80.1,89.3,6.2,6,8,Good
STU-1847,7.6,94.3,82.1,92.0,8.1,8,9,Excellent
STU-1557,4.0,74.6,75.6,93.5,8.5,8,7,Good
STU-1958,5.7,98.8,89.3,87.2,6.2,8,7,Excellent
STU-1578,4.1,87.2,82.6,76.5,7.4,8,6,Good
STU-1796,5.5,92.5,82.1,88.8,6.1,7,6,Good
STU-1086,1.3,54.8,38.2,45.3,6.4,4,2,Needs Improvement
STU-1243,3.3,89.5,58.0,66.9,7.2,5,5,Average
STU-1699,4.0,95.7,79.4,91.1,6.3,5,6,Good
STU-1160,2.2,59.8,51.6,75.0,5.7,3,4,Needs Improvement
